A1,A2
0.35630291083683463,-0.29463872675015024
-0.44657197086109995,0.8063663658700387
0.32676417202733216,0.9177727987253915
-0.9950967242180051,0.026063159865635285
0.3558775407499602,0.8918068609493028
1.9561846860007928,0.2587861120769055
1.0521005334722953,0.12489091585496985
-0.06990201353331851,0.43960570205129235
0.6619986255637491,-0.454957369208695
0.511561938801305,0.7785506719901886
-0.38915074278548123,0.9778405787950007
2.0944951681558237,0.5001258114797458
1.144946342118358,-0.5461282106432194
0.8716613458425893,-0.5278513401546531
0.025058637289752474,0.181237774716025
1.0050217507605523,0.19921001926381782
1.9021958078186298,0.4202646559530704
0.860957033259408,-0.4760458683816938
1.9094908457941102,0.14258663390059859
1.784964646236715,-0.11564847199370075
1.9133454730130033,0.4678889333474115
1.0239074798893992,0.054312786496371696
0.7001998761763627,-0.40770334757095217
1.0028229881705626,0.06196317193777715
0.5917944488195779,-0.3868090852141412
1.6523971197056804,-0.207662886421548
1.055557698360928,-0.5755001636630874
0.12678227501762235,0.9921085950244007
-0.960453060661375,0.3075834364276704
0.11414355912796087,0.1896281530130512
0.9013265825845961,-0.5163885164237231
0.3090658674947635,-0.17822738996354434
0.6385482001590009,0.6979571498380753
1.4937142125008507,-0.4978901809443559
1.3381623140649617,-0.4855149327546384
-0.6342982709098941,0.8458258322808363
1.8033193601076445,0.09589352750901092
1.3767469440818205,-0.3977812754239771
0.7198380385977567,0.6264970796430434
0.7020732831861286,0.6217635680090521
0.2563473099892199,-0.12025545762164801
1.035636247840812,-0.5094634509025298
-0.03547632264158318,0.06326520774424306
1.6908624835265362,-0.14854218417267345
0.7603968361413057,0.693988233800457
-0.3481116083198278,0.8969953710021942
1.9230688528333169,0.15293739662347977
0.5195623841051157,0.8675827168629952
1.8303468107584135,-0.14418989406001062
1.9725851646459867,0.1116323826853876
-0.5379917415270381,0.7706857609059466
1.1823087919426167,-0.416445121564293
0.6121961536792535,0.8953586860508239
1.6459932430662392,-0.32730605537895285
-0.9621699961842876,0.2440713289997442
1.5913142211826001,-0.2657032513557936
1.810945610650192,0.003997732070533028
0.022666697758074342,1.0166890661011705
0.4599003748018221,-0.24882350564915295
1.6818287841028856,-0.2911741470875572
1.0895707161564636,-0.5796812753333809
-0.14498710791798572,0.9970851341661777
-0.26443620836182163,0.9450095419008848
0.5833675792233108,0.866787576905239
-0.7612148225664259,0.6115835944580134
0.13724871999422522,0.05740775831398097
0.5323576691455906,0.7708838739749868
1.3931543771513057,-0.42778676974309526
-0.4810496657480251,0.9217201248554028
0.0204895987248093,0.34229805861607043
1.5781194855727008,-0.3546414582757717
0.578715508035514,0.8643482726861641
-0.8219492580710133,0.5275039317758711
-0.8993737451729164,0.5032359796183244
-0.7550195058487436,0.6544278484390051
1.0379273420342945,0.30236361834692127
0.3615489474907949,-0.2383362894986209
0.8876912288241456,0.36439177538201617
-0.09113866378365258,0.9725517001368483
0.20286996722293957,-0.12427665953412667
1.665134485574306,-0.25711158460035133
0.7779875899263281,0.5715626681622108
1.103818092420537,-0.4434990329411316
-0.33805445586775046,1.007589760175929
-0.8816362440383162,0.34606840465358923
1.9691760122026254,0.43134368309372606
0.9454489984721564,0.11689788106517693
2.0118108920181914,0.2613362549179803
-0.6320371240898213,0.6672771843972253
-0.344465521092688,0.9604084843886428
1.3936132850405882,-0.34531693245939327
-0.9433951509109686,0.09271747099793864
-0.9027519198570939,0.2576959895134741
-0.7168473266200512,0.612626856246742
0.9939970033892707,-0.5089224705276862
1.4257804234859692,-0.3271424832708787
-0.9125340126269126,0.22386284348015525
-0.6850791129564732,0.6537329157378696
0.03883128482192739,0.3898369251689665
0.005256452092219685,0.16013520438466075
0.3992251202526229,0.8321896482417801
1.307304576410554,-0.47457817175765965
0.07123248075834675,0.08439750202512797
0.11602555982764415,0.0681294239948376
0.8668158080194748,-0.4872055299369836
-0.01383897485923432,0.28780156279978514
0.19823701552510192,-0.09121781251468238
-0.7230628515876318,0.8335406845797765
2.0018344133286052,0.39218261910692054
0.7850479684006424,0.62041241573345
1.5196513932339395,-0.3273901605983022
-1.0680581587702176,0.17635804287851464
1.9531219941114142,0.2596906319660248
1.0671669862914315,0.24668339028602515
0.9534124745606348,0.17557445749657646
1.8203366726725996,-0.0822370002616161
1.967721204038914,0.4029332648193376
0.9029708660950503,0.4514761156410052
0.10775854232462731,1.0531448521771545
0.7611620688602365,-0.40000132836194274
1.6564870294876906,-0.2684976105946072
0.26838112162350025,-0.19037458108029728
-0.9200619460163587,0.023561083169153098
1.9042018933301013,0.06635365026434652
0.16347939586449178,0.9619657630736278
0.1595933232258412,-0.00616377603980333
1.212767858971461,-0.43474957922767254
-0.6852098347142966,0.7525337123281505
0.016176682613830328,0.40014112736185864
0.5433183477336417,-0.36082723647794507
-0.9709626017551233,0.2209535776389672
0.8395341769508528,-0.5446401447108434
0.6870601183276569,-0.4366877763249168
0.02327518757374511,-0.06952822989102087
0.022382254936908964,0.47815985532784794
-0.6855982021163113,0.808717503006591
-0.2692145053167491,0.8809493337504093
-0.7760287711630138,0.5130582798831161
1.937074231748375,0.2674729642344052
0.5651480381053638,-0.41827723732245153
0.9320971798742835,0.18151043435233627
0.11786984122555558,0.1544318989300726
-0.37293500361571236,0.9205843308655892
0.33177592458441785,0.8895600683800989
1.9565893163067338,0.13413396151638748
0.9635582157287541,0.32623314691253097
1.1668265636728878,-0.5194739988380894
1.0094146438276281,0.44182143208097235
-0.23864686315628997,1.0268380719844385
0.8401691516664059,0.44237887487353367
0.016549871829745898,0.2584605556814647
0.058940923186017874,0.9718562128197819
0.42627549256712166,-0.3488921197370102
0.9432825361137899,-0.5742985615101094
-0.7435738605174259,0.6562335148158435
0.811594028774016,0.5371789221295825
-0.06853801708971809,0.962114732697199
-0.29178517211959637,0.8676343887291187
-0.9383273110470209,0.503088200854995
0.25863618302224445,0.9812070529197309
-0.7935820586303126,0.6239302330726243
0.29071346736194786,-0.2276255264966325
-0.6506355070784836,0.8343452999456309
0.152665766022267,-0.08396677485180801
-0.8176790436182721,0.4049584550631129
-0.04521964532712774,0.9423652050688474
0.9805203073103436,0.3552619215260473
-0.9324011388105713,0.2336774565525292
0.8209528593772623,0.5646370824637452
1.1055964542531334,-0.05872111723320213
0.899794359043325,0.524300568431657
0.41544588152288325,-0.2874317076735861
0.4455074423916936,0.9295376084364657
0.2145509420376949,0.9037497164980658
0.6455240091279683,-0.4507290551190057
0.7647901320201815,0.6039749812413269
0.04277210293567548,0.1111148542369218
0.5539266373610031,-0.4789390618182477
1.7664424495090623,-0.208244502581875
0.37772919388714143,0.9412287426008694
0.358160307809963,-0.17807023942092773
-0.25568876831718884,1.005688760361658
-0.8864061625733427,0.46096591916191293
1.9437964071738536,0.4281341640662318
0.46579258837550924,-0.3619332111840574
0.868643204531339,0.6766561702986598
1.1841733103993086,-0.4410885154530615
0.36724342688002326,-0.3716329124623651
-0.10807681440399033,0.957315496295402
-0.016574556266652513,0.5011211494288569
-0.6024649350291805,0.7419581407037968
0.12816020739272294,1.031054707098039
-1.0167858137915133,0.23481782823268993
1.8007995370072791,0.08019668740553208
1.7577405523494833,-0.10471004062991428
-1.0974781421426731,0.2247653199596631
0.8414818382667175,0.37325271066377896
1.7967268765929214,-0.18895762749595005
0.6005605431440635,0.783343893421117
0.2953463482411592,1.0073479706187294
